video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error
iG9CE55wbtY,speech,creativity in schools,manual,1,182.041,203.788,21.747000000000014,Work Education,llm-rerank,have,status.,20.000000000010232,1047.0000000000255,False,False,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,2,182.041,206.122,24.081000000000017,,llm-rerank,have,you.,20.000000000010232,1441.000000000031,False,False,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,3,182.041,211.845,29.804000000000002,,llm-rerank,have,much.,20.000000000010232,114.00000000000432,False,False,False,True,
iG9CE55wbtY,speech,creativity in schools,manual,4,182.041,216.59,34.54900000000001,,llm-rerank,have,left.,20.000000000010232,739.0000000000043,False,False,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,5,345.924,396.486,50.56200000000001,Boy Said Drawing Wrong,heuristic-strong,I,I,89.99999999997499,752.0000000000095,False,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,6,504.231,558.844,54.613000000000056,You'd Conclude Every,heuristic-strong,was,the,860.0000000000136,36.999999999920874,True,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,7,706.093,757.669,51.57600000000002,View Intelligence Process,heuristic-strong,be,"Suddenly,",100.00000000002274,296.0000000000491,False,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,8,827.472,850.332,22.860000000000014,Room She's Gillian,sentence,is,saying,9.999999999990905,9.999999999990905,False,True,False,False,
iG9CE55wbtY,speech,creativity in schools,manual,9,1042.52,1065.599,23.07899999999995,Royal Ballet,sentence,auditioned,"Now,",19.99999999998181,358.9999999999236,False,True,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,1,295.593,339.244,43.65100000000001,,llm-rerank,things,so,160.000000000025,48.99999999997817,True,True,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,2,298.99,353.579,54.589,,llm-rerank,who,it.,100.00000000002274,608.9999999999804,False,False,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,3,309.005,339.244,30.239000000000033,Strong Sense Enough,llm-rerank,underpinned,so,319.9999999999932,60.99999999997863,True,True,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,4,309.005,338.372,29.36700000000002,,llm-rerank,underpinned,hate,319.9999999999932,127.00000000000955,True,True,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,5,553.632,593.952,40.32000000000005,Control Predict Courage Willingness,heuristic-strong,had,vulnerability,210.00000000003638,1750.0,True,True,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,6,851.339,871.378,20.038999999999987,Said Therapist Breakdown,heuristic-strong,Vulnerability,vulnerability?,80.00000000004093,759.0000000000146,True,False,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,7,958.427,1006.581,48.153999999999996,Numb Perfect Look,heuristic-strong,"vulnerability,",muffin.,320.00000000005,1264.00000000001,True,False,False,False,
iCvmsMzlF7o,speech,vulnerability shame,manual,8,1145.535,1194.07,48.534999999999854,We're Kinder Seen,sentence,there's,enough.,140.00000000010004,564.9999999998272,True,False,False,False,
8KkKuTCFvzI,speech,good life relationships,manual,1,60.964,96.024,35.06,We've Tracked Asking Most,heuristic-strong,given,creative.,140.00000000000057,480.000000000004,True,False,False,False,
8KkKuTCFvzI,speech,good life relationships,manual,2,370.506,393.433,22.92700000000002,These Lives Lonely,llm-rerank,clearest,kills.,149.99999999997726,1197.0000000000027,True,False,False,False,
8KkKuTCFvzI,speech,good life relationships,manual,3,370.506,408.357,37.851000000000056,,llm-rerank,clearest,connected.,149.99999999997726,1361.0000000000468,True,False,False,False,
8KkKuTCFvzI,speech,good life relationships,manual,4,507.048,553.488,46.440000000000055,Count Other Relationships,llm-rerank,the,brains.,60.000000000002274,440.00000000005457,True,False,False,False,
8KkKuTCFvzI,speech,good life relationships,manual,5,651.506,679.229,27.72300000000007,You're You're Might,llm-rerank,like,community.,279.9999999999727,543.00000000012,True,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,1,81.2,122.758,41.55799999999999,Learn Python Download,llm-rerank,we're,your,180.00000000000682,177.99999999998306,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,2,480.893,531.427,50.53400000000005,Pie Charm Project,heuristic-strong,So,program,240.0000000000091,134.00000000001455,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,3,609.676,663.013,53.33699999999999,We're Draw Shape Triangle,llm-rerank,So,So,80.00000000004093,356.9999999999709,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,4,899.365,932.541,33.176000000000045,Manually Change John,heuristic-strong,We,variable.,279.9999999999727,616.0000000000991,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,5,1109.002,1162.143,53.141000000000076,Character's Name Age,heuristic-strong,here.,underscore.,99.99999999990905,760.9999999999673,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,6,1471.56,1494.025,22.465000000000146,Character's Name Age,heuristic-strong,So,store,319.99999999993634,425.0000000001819,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,7,1572.669,1626.536,53.86699999999996,Quotation Mark Backslash,heuristic-strong,So,them.,79.99999999992724,4047.0000000000255,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,8,1827.36,1866.94,39.580000000000155,Say Phrase Uppercase,heuristic-strong,cool.,dot.,39.99999999996362,620.0000000001182,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,9,2039.62,2094.353,54.733000000000175,Character String Zero,heuristic-strong,Now,So,599.999999999909,47.000000000025466,True,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,10,2263.707,2310.504,46.797000000000025,,llm-rerank,So,and,19.99999999998181,63.00000000010186,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,11,2272.371,2305.908,33.53699999999981,Print Number Replace Remainder,llm-rerank,ones.,in,79.99999999992724,326.9999999997708,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,12,2272.371,2315.86,43.48900000000003,,llm-rerank,ones.,point.,79.99999999992724,0.9999999997489795,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,13,2285.076,2322.556,37.48000000000002,,llm-rerank,But,And,280.0000000002001,110.00000000012733,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,14,2285.076,2332.341,47.26499999999987,,llm-rerank,But,things,280.0000000002001,525.000000000091,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,15,2305.929,2332.341,26.411999999999807,,llm-rerank,Now,things,1000.0,431.999999999789,True,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,16,2579.76,2612.951,33.1909999999998,Absolute Value Round Pow,heuristic-strong,there's,numbers.,280.0000000002001,150.99999999983993,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,17,2740.693,2793.566,52.87299999999959,,llm-rerank,I,more.,159.99999999985448,67.00000000046202,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,18,2751.8,2776.069,24.268999999999778,,llm-rerank,allow,just,0.0,8.999999999559805,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,19,2753.84,2776.069,22.228999999999814,Math Functions,llm-rerank,So,just,739.9999999997817,9.000000000014552,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,20,2753.84,2780.764,26.923999999999978,,llm-rerank,So,import,739.9999999997817,784.0000000001055,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,21,2753.84,2803.988,50.14799999999968,,llm-rerank,So,method.,659.9999999998545,107.99999999971988,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,22,3142.92,3173.591,30.67099999999982,Input User Enter Age,heuristic-strong,We're,screen.,79.99999999992724,201.00000000002183,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,23,3497.2,3521.833,24.633000000000266,Whole Number Int Decimal,heuristic-strong,Hopefully,know,380.00000000010914,46.99999999957072,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,24,3591.335,3645.361,54.02599999999984,Plural Noun Celebrity,heuristic-strong,So,color.,500.0,205.99999999967622,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,25,3778.547,3832.701,54.153999999999996,,llm-rerank,homework,program.,500.0,16.000000000076398,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,26,3782.576,3832.701,50.125,Mad Libs,llm-rerank,hopefully,program.,19.99999999998181,85.00000000003638,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,27,3938.138,3959.614,21.476000000000113,Back List Index Element,heuristic-strong,So,that.,159.99999999985448,416.00000000016735,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,28,4281.307,4322.763,41.45600000000013,Index Position Lists List,llm-rerank,So,to,79.99999999992724,296.0000000002765,True,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,29,4342.253,4378.096,35.84299999999985,Friends Dot List Remove,heuristic-strong,one,here.,60.00000000040018,56.999999999789,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,30,4529.251,4554.002,24.751000000000204,Lucky Numbers List Friends,sentence,So,of,319.99999999970896,211.0000000002401,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,31,4735.92,4759.882,23.961999999999534,Create Tuple Coordinates,heuristic-strong,In,list.,4199.999999999818,1.999999999497959,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,32,5054.724,5099.696,44.97199999999975,Use Tuples Tuple Coordinates,llm-rerank,In,Python.,3560.0000000004,311.99999999989814,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,33,5347.008,5384.224,37.21600000000035,Inside Function,heuristic-strong,So,function.,1180.000000000291,236.0000000007858,True,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,34,5384.24,5433.48,49.23999999999978,,llm-rerank,So,more,60.00000000040018,359.9999999996726,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,35,5394.77,5416.049,21.27899999999954,Say Hello Age,llm-rerank,So,"high,",39.99999999996362,418.99999999986903,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,36,5394.77,5443.287,48.516999999999825,,llm-rerank,So,in.,39.99999999996362,157.0000000001528,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,37,5397.56,5433.48,35.91999999999916,,llm-rerank,with,more,79.99999999992724,379.99999999919964,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,38,5627.496,5678.708,51.211999999999534,,llm-rerank,So,we,0.0,88.00000000064756,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,39,5627.496,5680.628,53.13199999999961,,llm-rerank,So,But,0.0,131.9999999996071,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,40,5629.856,5672.298,42.44200000000001,,llm-rerank,So,Python,180.00000000029104,72.00000000011642,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,41,5629.856,5666.012,36.15599999999995,,llm-rerank,So,specific,180.00000000029104,185.9999999996944,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,42,5629.856,5678.708,48.85199999999986,,llm-rerank,So,we,180.00000000029104,97.99999999995634,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,43,5629.856,5659.336,29.480000000000473,,llm-rerank,So,functions.,220.00000000025466,110.00000000058208,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,44,5651.137,5672.298,21.161000000000058,Cube Number,llm-rerank,In,Python,2500.0,81.00000000013097,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,45,5651.137,5692.392,41.25500000000011,,llm-rerank,In,code.,2500.0,45.00000000007276,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,46,5976.08,6027.118,51.038000000000466,Return Statement Cube,heuristic-strong,So,are,159.99999999985448,168.0000000005748,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,47,6191.728,6242.702,50.97400000000016,I'm Hungry True Condition,heuristic-strong,If,variable.,180.00000000029104,594.0000000000509,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,48,6325.004,6375.783,50.77900000000045,Say Male Tall,heuristic-strong,So,umbrella,380.00000000010914,479.0000000002692,True,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,49,6642.849,6695.557,52.70799999999963,Not Male Tall,heuristic-strong,in,true.,140.00000000032742,447.99999999941065,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,50,6891.531,6943.163,51.63199999999961,Greater Than Num Biggest,heuristic-strong,we,the,199.9999999998181,8.00000000072032,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,51,7207.555,7244.129,36.573999999999614,Enter Number Compare,heuristic-strong,it's,in,119.99999999989086,163.9999999997599,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,52,7365.32,7387.781,22.46100000000024,Plus Sign Operator Num,sentence,into,to,79.99999999992724,1.0000000002037268,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,53,7638.391,7666.301,27.910000000000764,Inside Dictionary Key Month,heuristic-strong,In,key.,1479.9999999995634,190.00000000050932,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,54,7795.32,7818.725,23.405000000000655,Default Value Key Dictionary,sentence,So,be,600.0000000003638,5.000000001018634,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,55,8041.32,8095.907,54.587000000000444,While Loop,heuristic-strong,So,how,539.9999999999636,147.000000000844,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,56,8297.32,8348.088,50.76800000000003,Check Condition Loop,heuristic-strong,then,condition.,180.00000000029104,147.99999999922875,True,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,57,8403.034,8423.804,20.770000000000437,Secret Word Guess,heuristic-strong,In,game.,1159.9999999998545,90.00000000014552,False,False,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,58,8597.438,8619.717,22.27900000000045,Guess Count Guesses,sentence,success,enter,159.99999999985448,20.999999998821295,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,59,8880.987,8901.779,20.79200000000128,Out Guesses Guess,sentence,So,anymore.,260.0000000002183,52.00000000149885,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,60,9167.32,9194.97,27.649999999999636,Draft Academy Letter Loop,heuristic-strong,In,very,10.000000000218279,119.99999999898137,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,61,9324.891,9349.97,25.078999999999724,Not Including Range Friends,sentence,So,etc.,340.0000000001455,78.99999999972351,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,62,9663.07,9717.07,54.0,Exponent Function Iteration Base,heuristic-strong,iteration.,do,540.0000000008731,350.0000000003638,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,63,10016.551,10039.557,23.006000000001222,Base Num Power Result,heuristic-strong,So,concepts,180.00000000029104,76.00000000093132,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,64,10045.987,10097.946,51.95900000000074,Number Grid List,heuristic-strong,So,square,379.99999999919964,579.0000000015425,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,65,10351.57,10377.637,26.067000000000917,Number Grid Translate,heuristic-strong,So,different,459.9999999991269,97.0000000015716,True,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,66,10539.632,10593.535,53.90300000000025,Onto Translation Letter Vowel,heuristic-strong,this,to,79.99999999992724,923.0000000006839,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,67,10817.32,10864.436,47.115999999999985,Comment Comments Letter,heuristic-strong,In,going,3600.000000000364,64.00000000030559,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,68,11042.606,11074.907,32.300999999999476,Line Code Comments Comment,heuristic-strong,Python's,throw,100.0000000003638,30.999999999039574,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,69,11171.445,11225.198,53.75300000000061,Enter Number Invalid,heuristic-strong,"text,",thing.,20.000000000436557,13.00000000082946,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,70,11305.32,11325.661,20.34100000000035,Divided Zero,sentence,"thing,",it.,79.99999999992724,41.00000000107684,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,71,11559.853,11597.24,37.387000000000626,Want Read File Employees,heuristic-strong,this.,files,139.99999999941792,22.99999999922875,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,72,11834.931,11888.992,54.060999999999694,Read Line,heuristic-strong,So,So,760.0000000002183,60.99999999969441,False,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,73,12045.261,12099.776,54.51499999999942,Text File Employee Employees,heuristic-strong,useful.,files.,0.0,55.00000000029104,False,False,False,True,
rfscVS0vtbw,auto_caption_only,python functions,manual,74,12236.653,12260.303,23.649999999999636,New Line File,sentence,right?,Toby,260.0000000002183,350.0000000003638,True,True,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,75,12476.387,12528.72,52.33299999999872,,llm-rerank,useful.,that,79.99999999992724,37.000000002080924,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,76,12494.12,12528.72,34.599999999998545,Useful Tools Html File,llm-rerank,In,that,2340.0000000001455,40.000000000873115,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,77,12494.12,12547.299,53.17900000000009,,llm-rerank,In,And,2340.0000000001455,119.00000000059663,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,78,12698.085,12723.051,24.96600000000035,Useful Tools Modules,heuristic-strong,"dice,",anything,120.00000000080036,786.0000000000582,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,79,12836.32,12876.637,40.31700000000092,External Modules Built Folder,heuristic-strong,There's,So,79.99999999992724,167.00000000128057,True,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,80,13091.32,13145.9,54.57999999999993,Python Docs Pip Install,heuristic-strong,You,is,100.0000000003638,180.00000000029104,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,81,13410.749,13457.305,46.556000000000495,Python Docs Install Folder,heuristic-strong,modules.,data,20.000000000436557,146.00000000064028,False,True,False,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,82,13645.32,13697.299,51.97900000000118,Student Data,heuristic-strong,So,Python.,20.000000000436557,359.00000000037835,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,83,13782.32,13834.205,51.88500000000022,Student Object,heuristic-strong,So,file.,340.0000000001455,204.99999999992724,False,False,True,False,
rfscVS0vtbw,auto_caption_only,python functions,manual,84,14181.32,14232.303,50.983000000000175,Can Model Student Passed,heuristic-strong,name,that.,79.99999999992724,282.999999999447,True,False,False,False,
