video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error,opens_on_topic,topic_concentration,has_definition,structural_label,discourse_marker_density,usable_clip
b7FxPsqfkOY,lecture,complex numbers,asr_local,4,1290.52,1326.74,36.22000000000003,Winding Number Term,whisper-word,be,zero.,59.99999999994543,39.99999999996362,False,False,False,True,,False,1.0,False,substantive,0.0,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,5,1290.52,1331.78,41.25999999999999,,whisper-word,be,algebra.,59.99999999994543,79.99999999992724,False,False,False,True,,False,1.0,False,substantive,0.0,True
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,1,837.39,871.99,34.60000000000002,,whisper-word,On,much.,39.99999999996362,60.00000000005912,False,False,False,True,,False,1.0,False,substantive,0.0,True
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,2,847.97,899.41,51.43999999999994,Stay Hungry,whisper-word,it,University.,450.0000000000455,149.99999999997726,True,False,False,False,,True,1.0,False,substantive,0.0,False
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,3,847.97,870.05,22.079999999999927,,whisper-word,it,foolish.,450.0000000000455,69.99999999993634,True,False,False,False,,True,1.0,False,substantive,0.0,False
iG9CE55wbtY,speech,creativity in schools,asr_local,1,166.291,215.881,49.59,,whisper-word,their,left.,20.000000000010232,50.00000000001137,False,False,False,True,,False,1.0,True,substantive,0.7692307692307693,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,1,308.66,353.02,44.35999999999996,When Ask Connection,whisper-word,What,it.,69.99999999999318,49.999999999954525,False,False,False,True,,False,1.0,False,substantive,0.0,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,2,308.66,356.52,47.85999999999996,,whisper-word,What,excited.,69.99999999999318,89.99999999997499,False,False,False,True,,False,1.0,False,substantive,0.0,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,3,583.0,614.25,31.25,Strong Sense,whisper-word,The,interviewing.,39.99999999996362,9.999999999990905,False,False,False,True,,False,1.0,False,substantive,0.0,True
iCvmsMzlF7o,speech,vulnerability shame,asr_local,4,853.55,873.79,20.24000000000001,Control Predict Said Therapist,whisper-word,I,Am,0.0,90.00000000003183,False,True,False,False,,False,1.0,False,substantive,4.10958904109589,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,5,866.15,894.71,28.56000000000006,Want Feel Numb Perfect,whisper-word,the,responses.,59.99999999994543,130.00000000010914,True,False,False,False,,False,1.0,False,substantive,0.0,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,6,866.15,898.63,32.48000000000002,,whisper-word,the,there?,59.99999999994543,50.00000000006821,True,False,False,False,,False,1.0,False,substantive,1.0204081632653061,False
8KkKuTCFvzI,speech,good life relationships,asr_local,1,305.033,328.773,23.74000000000001,,whisper-word,"me,",rooms.,60.000000000002274,30.00000000002956,True,False,False,False,,True,1.0,False,substantive,0.0,False
8KkKuTCFvzI,speech,good life relationships,asr_local,2,305.033,352.393,47.35999999999996,These Teenagers Lonely,whisper-word,"me,",learned?,60.000000000002274,9.999999999934062,True,False,False,False,,True,0.8403361344537815,False,substantive,0.8403361344537815,False
