video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error,opens_on_topic,topic_concentration,has_definition,structural_label,discourse_marker_density,usable_clip
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,2,847.97,872.14,24.16999999999996,,whisper-word,it,much.,450.0000000000455,199.9999999999318,True,False,False,False,,True,1.0,False,substantive,0.0,False
UF8uR6Z6KLc,speech,stay hungry stay foolish,asr_local,3,847.99,870.05,22.059999999999945,Stay Hungry,whisper-word,it,foolish.,440.00000000005457,19.99999999998181,True,False,False,False,,True,1.0,False,substantive,0.0,False
iG9CE55wbtY,speech,creativity in schools,asr_local,1,26.472,57.822,31.35,,whisper-word,Good,the,89.99999999999986,100.00000000000142,True,True,False,False,,False,1.0,True,substantive,1.1627906976744187,False
iG9CE55wbtY,speech,creativity in schools,asr_local,2,26.472,59.982,33.51,,whisper-word,Good,it.,89.99999999999986,79.9999999999983,True,False,False,False,,False,1.0,True,substantive,1.1627906976744187,False
iG9CE55wbtY,speech,creativity in schools,asr_local,3,35.499,57.849,22.349999999999994,Work Education,whisper-word,In,Just,39.99999999999915,59.99999999999517,False,True,False,False,,False,1.0,True,substantive,1.4492753623188406,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,1,309.28,354.88,45.60000000000002,When Ask Connection,whisper-word,underpinned,I,29.999999999972715,69.99999999999318,False,True,False,False,,False,1.0,False,substantive,0.0,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,2,309.28,360.51,51.23000000000002,,whisper-word,underpinned,you,29.999999999972715,49.999999999954525,False,True,False,False,,False,1.0,False,substantive,0.0,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,3,853.57,873.94,20.370000000000005,Control Predict Said Therapist,whisper-word,I,I,19.99999999998181,90.00000000003183,False,True,False,False,,False,1.0,False,substantive,4.10958904109589,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,4,866.17,896.61,30.440000000000055,Want Feel Numb Perfect,whisper-word,the,Because,39.99999999996362,30.000000000086402,False,True,False,False,,False,1.0,False,substantive,1.0204081632653061,False
iCvmsMzlF7o,speech,vulnerability shame,asr_local,5,866.17,901.58,35.41000000000008,,whisper-word,the,to,39.99999999996362,89.99999999991815,False,True,False,False,,False,1.0,False,substantive,1.7857142857142856,False
8KkKuTCFvzI,speech,good life relationships,asr_local,1,616.734,638.359,21.625,Count Other Relationships You're,llm-rerank,we're,lifelong.,1320.00000000005,424.9999999999545,False,False,False,False,,True,1.0,False,substantive,0.0,True
8KkKuTCFvzI,speech,good life relationships,asr_local,2,638.77,681.9,43.129999999999995,,whisper-word,It,you?,120.00000000000455,49.999999999954525,False,False,False,True,,False,1.0,False,substantive,0.9345794392523363,True
8KkKuTCFvzI,speech,good life relationships,asr_local,3,683.33,730.68,47.34999999999991,,whisper-word,say,ago,19.99999999998181,39.99999999984993,False,True,False,False,,True,1.0,False,substantive,0.9259259259259258,False
